order_id,customer_id,order_date,status,payment_method,discount_pct,shipping_cost
ORD0007099,CUST00094,2024-11-24,Returned,UPI,0.0,6.07
ORD0007100,CUST00696,2024-04-29,Delivered,Debit Card,0.0,3.02
ORD0007101,CUST01827,2024-01-07,Delivered,Debit Card,0.1,1.95
ORD0007102,CUST00425,2024-05-08,Delivered,Net Banking,0.05,3.96
ORD0007103,CUST01977,2024-12-14,Cancelled,Debit Card,0.1,2.12
ORD0007104,CUST01157,2024-11-06,Returned,PayPal,0.05,13.27
ORD0007105,CUST01676,2024-11-13,Delivered,Net Banking,0.15,12.12
ORD0007106,CUST00065,2024-10-27,Delivered,Wallet,0.1,10.9
ORD0007107,CUST01587,2023-11-01,Cancelled,UPI,0.1,13.95
ORD0007108,CUST01206,2023-01-29,Delivered,UPI,0.1,14.26
ORD0007109,CUST00247,2024-11-02,Returned,Wallet,0.15,14.88
ORD0007110,CUST01870,2024-06-15,Cancelled,PayPal,0.0,6.91
ORD0007111,CUST01082,2024-10-18,Delivered,UPI,0.1,4.89
ORD0007112,CUST00408,2024-05-09,Delivered,Wallet,0.05,3.05
ORD0007113,CUST01533,2023-07-27,Returned,UPI,0.0,12.51
ORD0007114,CUST00877,2023-03-07,Delivered,Debit Card,0.0,12.41
ORD0007115,CUST00286,2024-05-02,Delivered,PayPal,0.1,11.82
ORD0007116,CUST00488,2023-07-16,Processing,Debit Card,0.0,8.52
ORD0007117,CUST00165,2024-08-15,Delivered,Net Banking,0.05,5.65
ORD0007118,CUST01722,2024-03-19,Delivered,Debit Card,0.1,4.87
ORD0007119,CUST00417,2023-11-15,Delivered,Net Banking,0.0,1.98
ORD0007120,CUST01903,2024-08-17,Delivered,PayPal,0.0,12.79
ORD0007121,CUST00588,2023-10-11,Cancelled,Debit Card,0.1,12.81
ORD0007122,CUST00056,2024-09-16,Delivered,PayPal,0.0,2.33
ORD0007123,CUST01473,2023-04-03,Delivered,Credit Card,0.05,14.99
ORD0007124,CUST00683,2024-12-01,Delivered,UPI,0.1,3.93
ORD0007125,CUST00302,2024-04-15,Delivered,Debit Card,0.05,8.44
ORD0007126,CUST01147,2022-09-22,Delivered,UPI,0.0,3.42
ORD0007127,CUST00831,2024-08-05,Delivered,Debit Card,0.1,3.17
ORD0007128,CUST00257,2023-12-23,Delivered,PayPal,0.05,11.21
ORD0007129,CUST00398,2024-05-15,Delivered,Credit Card,0.0,2.09
ORD0007130,CUST01485,2023-06-22,Delivered,Wallet,0.1,4.07
ORD0007131,CUST01267,2022-09-16,Delivered,Wallet,0.0,7.69
ORD0007132,CUST01086,2024-12-03,Processing,Net Banking,0.1,0.57
ORD0007133,CUST01364,2024-07-12,Delivered,Credit Card,0.1,10.01
ORD0007134,CUST01866,2024-12-29,Delivered,Debit Card,0.15,2.8
ORD0007135,CUST01420,2022-07-23,Processing,Wallet,0.2,12.35
ORD0007136,CUST00675,2024-07-15,Cancelled,UPI,0.05,0.17
ORD0007137,CUST01644,2024-11-04,Delivered,Net Banking,0.0,10.04
ORD0007138,CUST01465,2024-11-29,Delivered,Debit Card,0.0,2.36
ORD0007139,CUST01024,2024-07-20,Delivered,Wallet,0.1,1.89
ORD0007140,CUST01056,2024-06-22,Delivered,Wallet,0.0,7.42
ORD0007141,CUST00645,2024-08-22,Delivered,PayPal,0.05,3.41
ORD0007142,CUST01793,2023-12-07,Delivered,Net Banking,0.0,1.04
ORD0007143,CUST01731,2024-05-03,Delivered,Debit Card,0.1,10.81
ORD0007144,CUST00928,2024-04-30,Delivered,UPI,0.0,12.64
ORD0007145,CUST00892,2024-08-13,Delivered,Wallet,0.05,6.62
ORD0007146,CUST01498,2023-12-08,Delivered,Net Banking,0.05,3.65
ORD0007147,CUST00971,2024-10-15,Delivered,Debit Card,0.05,3.66
ORD0007148,CUST00721,2024-11-16,Delivered,Credit Card,0.0,7.7
ORD0007149,CUST00339,2024-11-11,Returned,Wallet,0.0,8.55
ORD0007150,CUST00533,2024-08-24,Delivered,Credit Card,0.1,12.56
ORD0007151,CUST00695,2024-09-01,Returned,Debit Card,0.05,4.47
ORD0007152,CUST00681,2024-11-06,Delivered,Net Banking,0.1,10.54
ORD0007153,CUST00180,2024-12-05,Delivered,Debit Card,0.05,3.94
ORD0007154,CUST01762,2023-11-12,Delivered,PayPal,0.0,10.82
ORD0007155,CUST01228,2024-05-09,Cancelled,Net Banking,0.0,5.48
ORD0007156,CUST01304,2024-08-16,Delivered,UPI,0.0,1.97
ORD0007157,CUST01129,2024-02-17,Delivered,Credit Card,0.1,10.08
ORD0007158,CUST00971,2024-12-17,Delivered,PayPal,0.0,9.63
ORD0007159,CUST01028,2023-09-16,Cancelled,Credit Card,0.05,8.25
ORD0007160,CUST01936,2024-10-16,Delivered,Wallet,0.2,8.98
ORD0007161,CUST00142,2024-04-23,Delivered,PayPal,0.0,8.15
ORD0007162,CUST01432,2024-09-01,Delivered,PayPal,0.0,5.37
ORD0007163,CUST00393,2023-09-15,Delivered,UPI,0.15,14.02
ORD0007164,CUST00421,2023-02-20,Delivered,Debit Card,0.1,12.08
ORD0007165,CUST01148,2024-10-18,Delivered,Wallet,0.0,7.68
ORD0007166,CUST00397,2024-02-23,Delivered,PayPal,0.1,3.71
ORD0007167,CUST01153,2024-03-12,Delivered,UPI,0.0,2.64
ORD0007168,CUST00971,2024-12-03,Delivered,Credit Card,0.0,1.67
ORD0007169,CUST01571,2024-08-10,Returned,Net Banking,0.0,14.22
ORD0007170,CUST01582,2023-06-13,Delivered,Net Banking,0.05,2.99
ORD0007171,CUST00216,2024-11-28,Returned,Net Banking,0.05,13.88
ORD0007172,CUST00543,2023-02-20,Delivered,UPI,0.0,5.95
ORD0007173,CUST00918,2024-10-05,Delivered,UPI,0.1,11.99
ORD0007174,CUST01209,2023-10-12,Delivered,Wallet,0.1,11.66
ORD0007175,CUST00385,2024-09-27,Delivered,Wallet,0.0,3.15
ORD0007176,CUST01700,2024-10-24,Delivered,PayPal,0.15,2.19
ORD0007177,CUST00075,2024-02-04,Delivered,Credit Card,0.2,4.6
ORD0007178,CUST01505,2022-10-24,Processing,UPI,0.05,7.1
ORD0007179,CUST00666,2023-09-07,Delivered,Debit Card,0.05,4.44
ORD0007180,CUST01335,2023-07-24,Delivered,Wallet,0.2,1.34
ORD0007181,CUST00821,2024-08-23,Delivered,Credit Card,0.05,2.78
ORD0007182,CUST01823,2024-07-11,Delivered,Debit Card,0.1,10.19
ORD0007183,CUST01225,2024-10-21,Cancelled,Debit Card,0.1,12.76
ORD0007184,CUST00747,2024-12-30,Returned,Wallet,0.0,5.45
ORD0007185,CUST00749,2024-11-27,Returned,Debit Card,0.0,11.06
ORD0007186,CUST01803,2024-06-25,Delivered,Credit Card,0.1,3.57
ORD0007187,CUST01708,2024-11-11,Delivered,PayPal,0.0,11.9
ORD0007188,CUST00705,2024-04-10,Processing,PayPal,0.05,12.13
ORD0007189,CUST00549,2024-09-05,Returned,Debit Card,0.05,8.65
ORD0007190,CUST00980,2023-09-25,Delivered,PayPal,0.0,12.61
ORD0007191,CUST00661,2024-10-12,Delivered,PayPal,0.05,11.21
ORD0007192,CUST00388,2023-10-08,Delivered,Credit Card,0.05,11.02
ORD0007193,CUST00292,2024-08-29,Delivered,Net Banking,0.0,4.08
ORD0007194,CUST00065,2024-09-09,Delivered,Net Banking,0.0,13.38
ORD0007195,CUST00823,2024-09-19,Cancelled,UPI,0.0,12.78
ORD0007196,CUST01909,2024-11-03,Delivered,Debit Card,0.0,11.08
ORD0007197,CUST00221,2024-10-14,Delivered,PayPal,0.05,3.41
ORD0007198,CUST00581,2023-07-01,Delivered,PayPal,0.1,4.14
ORD0007199,CUST00043,2024-12-06,Delivered,UPI,0.1,2.54
ORD0007200,CUST01266,2024-09-08,Delivered,Debit Card,0.1,4.72
ORD0007201,CUST00440,2024-06-10,Delivered,Debit Card,0.2,11.52
ORD0007202,CUST01880,2024-10-28,Delivered,Net Banking,0.0,5.82
ORD0007203,CUST01079,2024-06-08,Delivered,Net Banking,0.0,8.2
ORD0007204,CUST01729,2024-11-27,Delivered,UPI,0.0,12.87
ORD0007205,CUST01976,2024-11-13,Delivered,UPI,0.05,11.51
ORD0007206,CUST01936,2024-10-11,Delivered,Net Banking,0.0,0.86
ORD0007207,CUST01399,2024-03-24,Cancelled,Net Banking,0.05,13.5
ORD0007208,CUST01284,2024-08-30,Processing,Debit Card,0.1,7.67
ORD0007209,CUST01503,2024-09-04,Returned,Debit Card,0.2,10.41
ORD0007210,CUST00875,2023-05-20,Returned,Debit Card,0.0,13.62
ORD0007211,CUST00989,2024-11-03,Delivered,Credit Card,0.05,2.38
ORD0007212,CUST01773,2024-08-28,Delivered,PayPal,0.05,11.08
ORD0007213,CUST01579,2024-12-20,Delivered,Credit Card,0.05,1.65
ORD0007214,CUST01446,2024-06-08,Delivered,Debit Card,0.0,2.03
ORD0007215,CUST00211,2024-04-02,Delivered,PayPal,0.1,2.81
ORD0007216,CUST01580,2024-01-24,Delivered,PayPal,0.1,3.85
ORD0007217,CUST00323,2024-03-23,Delivered,Credit Card,0.05,13.21
ORD0007218,CUST01092,2024-12-02,Delivered,Credit Card,0.05,0.95
ORD0007219,CUST00602,2024-11-14,Delivered,UPI,0.0,6.57
ORD0007220,CUST01800,2022-04-09,Delivered,PayPal,0.05,2.68
ORD0007221,CUST01893,2023-03-31,Processing,UPI,0.05,11.53
ORD0007222,CUST01270,2024-11-29,Delivered,Debit Card,0.0,0.75
ORD0007223,CUST01236,2023-11-25,Delivered,Wallet,0.05,6.9
ORD0007224,CUST00440,2024-12-22,Delivered,Credit Card,0.0,11.35
ORD0007225,CUST01794,2024-09-21,Delivered,Net Banking,0.1,1.3
ORD0007226,CUST01536,2024-12-12,Processing,Credit Card,0.05,3.48
ORD0007227,CUST01972,2024-12-15,Delivered,UPI,0.15,3.82
ORD0007228,CUST00219,2022-03-30,Cancelled,Wallet,0.0,11.26
ORD0007229,CUST00542,2022-10-25,Delivered,UPI,0.1,3.71
ORD0007230,CUST01396,2023-04-08,Processing,Net Banking,0.1,13.41
ORD0007231,CUST00498,2024-04-11,Cancelled,UPI,0.05,6.4
ORD0007232,CUST01357,2024-10-20,Delivered,PayPal,0.15,4.66
ORD0007233,CUST00846,2024-04-13,Returned,Debit Card,0.1,14.85
ORD0007234,CUST00903,2022-10-25,Delivered,PayPal,0.05,6.14
ORD0007235,CUST00539,2024-08-02,Cancelled,PayPal,0.0,12.75
ORD0007236,CUST01346,2024-01-22,Delivered,Credit Card,0.05,8.0
ORD0007237,CUST00404,2024-07-11,Delivered,Credit Card,0.15,10.21
ORD0007238,CUST01475,2024-08-28,Returned,UPI,0.1,3.63
ORD0007239,CUST01598,2024-05-15,Delivered,Credit Card,0.1,0.28
ORD0007240,CUST01679,2024-10-28,Delivered,Credit Card,0.1,4.04
ORD0007241,CUST00341,2022-12-15,Delivered,Wallet,0.15,11.94
ORD0007242,CUST00785,2024-04-03,Delivered,Wallet,0.05,6.38
ORD0007243,CUST00418,2023-04-07,Delivered,UPI,0.15,5.51
ORD0007244,CUST00794,2024-07-03,Delivered,Debit Card,0.0,14.65
ORD0007245,CUST01205,2024-12-07,Delivered,Debit Card,0.2,8.66
ORD0007246,CUST00661,2024-10-29,Delivered,PayPal,0.0,13.23
ORD0007247,CUST01455,2024-06-18,Delivered,Credit Card,0.1,14.8
ORD0007248,CUST00978,2024-08-07,Delivered,UPI,0.05,11.5
ORD0007249,CUST01382,2024-01-07,Delivered,Net Banking,0.0,14.11
ORD0007250,CUST00887,2023-09-21,Delivered,Credit Card,0.0,8.59
ORD0007251,CUST01634,2023-12-26,Delivered,Debit Card,0.2,11.99
ORD0007252,CUST01841,2024-11-05,Delivered,Credit Card,0.0,10.36
ORD0007253,CUST00015,2023-05-23,Delivered,Wallet,0.1,4.16
ORD0007254,CUST00321,2024-11-02,Delivered,Debit Card,0.0,14.99
ORD0007255,CUST00192,2024-04-23,Cancelled,Net Banking,0.0,13.03
ORD0007256,CUST01264,2024-04-05,Delivered,Net Banking,0.0,14.57
ORD0007257,CUST01649,2023-09-20,Delivered,Wallet,0.05,14.23
ORD0007258,CUST01598,2024-06-22,Delivered,Wallet,0.05,1.5
ORD0007259,CUST00035,2023-07-23,Delivered,Net Banking,0.0,7.93
ORD0007260,CUST01309,2024-09-25,Delivered,Credit Card,0.05,8.86
ORD0007261,CUST01247,2023-09-12,Delivered,PayPal,0.0,13.55
ORD0007262,CUST00415,2023-11-09,Delivered,UPI,0.05,4.36
ORD0007263,CUST01151,2023-09-08,Delivered,Net Banking,0.0,6.28
ORD0007264,CUST01488,2024-07-31,Delivered,Credit Card,0.0,2.86
ORD0007265,CUST01041,2024-09-23,Delivered,Debit Card,0.2,6.53
ORD0007266,CUST00473,2023-12-27,Delivered,UPI,0.1,14.83
ORD0007267,CUST01681,2023-04-14,Returned,PayPal,0.05,12.77
ORD0007268,CUST00537,2024-10-18,Returned,UPI,0.05,6.19
ORD0007269,CUST01454,2024-12-14,Delivered,Debit Card,0.05,9.55
ORD0007270,CUST01512,2024-03-19,Delivered,Debit Card,0.05,14.1
ORD0007271,CUST01089,2024-10-27,Returned,Credit Card,0.05,12.95
ORD0007272,CUST01947,2024-06-22,Cancelled,Net Banking,0.1,14.39
ORD0007273,CUST00707,2024-08-30,Cancelled,Credit Card,0.0,7.79
ORD0007274,CUST00793,2023-09-13,Cancelled,Net Banking,0.2,13.51
ORD0007275,CUST00993,2024-10-08,Delivered,PayPal,0.1,12.28
ORD0007276,CUST01538,2024-10-08,Delivered,Net Banking,0.05,10.2
ORD0007277,CUST01898,2024-05-16,Delivered,Credit Card,0.0,4.47
ORD0007278,CUST01019,2024-04-10,Cancelled,Wallet,0.15,7.69
ORD0007279,CUST01185,2024-12-04,Processing,Wallet,0.1,14.14
ORD0007280,CUST00634,2024-12-06,Delivered,Debit Card,0.0,0.38
ORD0007281,CUST01753,2023-08-24,Delivered,UPI,0.1,0.61
ORD0007282,CUST01253,2023-11-29,Returned,Credit Card,0.0,7.38
ORD0007283,CUST01688,2024-04-06,Delivered,Wallet,0.1,11.31
ORD0007284,CUST01256,2024-10-02,Delivered,Wallet,0.15,3.21
ORD0007285,CUST00919,2023-09-21,Delivered,Wallet,0.1,6.71
ORD0007286,CUST01522,2024-08-15,Delivered,UPI,0.0,5.11
ORD0007287,CUST00799,2024-07-16,Delivered,Wallet,0.1,3.07
ORD0007288,CUST00824,2024-05-10,Delivered,Wallet,0.2,3.77
ORD0007289,CUST01306,2024-12-24,Delivered,PayPal,0.1,14.6
ORD0007290,CUST00627,2024-09-16,Delivered,Wallet,0.0,14.44
ORD0007291,CUST00221,2024-10-23,Delivered,Debit Card,0.15,13.64
ORD0007292,CUST00414,2023-02-19,Processing,Debit Card,0.0,1.48
ORD0007293,CUST01346,2024-09-27,Delivered,PayPal,0.05,11.68
ORD0007294,CUST01730,2022-05-28,Delivered,PayPal,0.0,3.25
ORD0007295,CUST00483,2023-05-20,Delivered,Credit Card,0.0,13.21
ORD0007296,CUST01395,2024-12-11,Delivered,Credit Card,0.0,4.45
ORD0007297,CUST01032,2024-08-15,Delivered,PayPal,0.0,12.2
ORD0007298,CUST01149,2024-08-01,Delivered,UPI,0.05,5.79
ORD0007299,CUST01153,2024-10-02,Delivered,Credit Card,0.0,8.61
ORD0007300,CUST01702,2023-10-28,Returned,Wallet,0.0,7.46
ORD0007301,CUST01710,2024-12-05,Delivered,Net Banking,0.05,2.26
ORD0007302,CUST01853,2024-06-30,Delivered,Debit Card,0.15,0.57
ORD0007303,CUST00956,2024-01-01,Returned,PayPal,0.05,10.26
ORD0007304,CUST00200,2023-01-10,Delivered,PayPal,0.0,11.41
ORD0007305,CUST01672,2023-06-26,Delivered,UPI,0.0,7.97
ORD0007306,CUST00321,2024-10-18,Delivered,Credit Card,0.1,7.71
ORD0007307,CUST00091,2024-03-31,Delivered,Wallet,0.1,12.22
ORD0007308,CUST01005,2024-09-19,Delivered,UPI,0.05,3.4
ORD0007309,CUST00462,2024-01-28,Delivered,Credit Card,0.15,3.62
ORD0007310,CUST00948,2024-08-14,Delivered,Credit Card,0.1,3.07
ORD0007311,CUST01065,2024-04-13,Cancelled,Credit Card,0.0,10.19
ORD0007312,CUST01418,2024-12-07,Delivered,UPI,0.15,9.56
ORD0007313,CUST01321,2023-09-21,Cancelled,Debit Card,0.1,5.44
ORD0007314,CUST01558,2024-10-09,Delivered,UPI,0.0,3.37
ORD0007315,CUST01168,2024-09-16,Delivered,Net Banking,0.0,11.94
ORD0007316,CUST00036,2024-05-01,Returned,Net Banking,0.05,6.33
ORD0007317,CUST01857,2024-12-05,Cancelled,Credit Card,0.15,13.52
ORD0007318,CUST01822,2024-08-03,Cancelled,UPI,0.1,12.73
ORD0007319,CUST01270,2024-07-24,Delivered,PayPal,0.0,7.59
ORD0007320,CUST01203,2024-01-07,Delivered,PayPal,0.1,10.43
ORD0007321,CUST00966,2024-03-23,Delivered,UPI,0.0,13.77
ORD0007322,CUST01665,2024-04-20,Delivered,Net Banking,0.0,2.91
ORD0007323,CUST01494,2024-02-21,Delivered,Debit Card,0.1,10.74
ORD0007324,CUST00406,2024-11-12,Cancelled,Net Banking,0.1,10.71
ORD0007325,CUST01955,2024-05-17,Delivered,PayPal,0.05,6.28
ORD0007326,CUST00449,2024-11-30,Delivered,PayPal,0.0,12.82
ORD0007327,CUST01134,2024-05-15,Delivered,Net Banking,0.0,4.57
ORD0007328,CUST00241,2023-12-16,Delivered,Net Banking,0.0,13.45
ORD0007329,CUST01369,2023-11-25,Delivered,PayPal,0.05,2.92
ORD0007330,CUST00313,2024-01-22,Delivered,PayPal,0.0,3.34
ORD0007331,CUST01953,2024-06-06,Delivered,Wallet,0.1,2.73
ORD0007332,CUST01749,2024-02-17,Cancelled,PayPal,0.0,12.9
ORD0007333,CUST00346,2024-05-25,Delivered,UPI,0.0,5.87
ORD0007334,CUST01685,2024-01-23,Delivered,UPI,0.05,14.52
ORD0007335,CUST00689,2023-11-03,Delivered,PayPal,0.0,4.1
ORD0007336,CUST01192,2024-04-26,Returned,PayPal,0.0,14.05
ORD0007337,CUST00248,2024-12-16,Delivered,Net Banking,0.05,6.09
ORD0007338,CUST01115,2024-04-15,Delivered,Credit Card,0.05,7.32
ORD0007339,CUST01815,2024-05-03,Processing,PayPal,0.0,7.67
ORD0007340,CUST00352,2024-10-25,Delivered,Credit Card,0.05,13.83
ORD0007341,CUST01350,2024-11-30,Delivered,UPI,0.0,6.67
ORD0007342,CUST00197,2024-09-13,Delivered,Net Banking,0.1,4.14
ORD0007343,CUST01487,2024-10-19,Delivered,PayPal,0.0,0.13
ORD0007344,CUST00809,2024-06-24,Delivered,PayPal,0.15,14.83
ORD0007345,CUST01425,2024-11-26,Delivered,Credit Card,0.0,4.92
ORD0007346,CUST01149,2023-10-31,Delivered,PayPal,0.0,13.93
ORD0007347,CUST00819,2024-08-05,Delivered,Net Banking,0.15,4.47
ORD0007348,CUST00308,2023-07-15,Returned,Wallet,0.2,7.85
ORD0007349,CUST00881,2023-07-18,Cancelled,Debit Card,0.0,6.14
ORD0007350,CUST01475,2023-06-15,Processing,UPI,0.05,5.69
ORD0007351,CUST00958,2024-07-28,Delivered,PayPal,0.1,11.76
ORD0007352,CUST01733,2024-05-26,Delivered,Credit Card,0.05,6.39
ORD0007353,CUST00081,2024-12-13,Delivered,UPI,0.0,6.5
ORD0007354,CUST00193,2024-09-22,Returned,PayPal,0.15,6.93
ORD0007355,CUST01037,2022-06-23,Delivered,UPI,0.1,3.58
ORD0007356,CUST01175,2024-07-11,Delivered,Net Banking,0.05,10.05
ORD0007357,CUST01363,2024-09-04,Delivered,Credit Card,0.1,6.5
ORD0007358,CUST00436,2024-04-29,Delivered,Wallet,0.1,12.02
ORD0007359,CUST01424,2024-06-23,Delivered,PayPal,0.0,2.13
ORD0007360,CUST00615,2024-12-21,Returned,Credit Card,0.05,9.51
ORD0007361,CUST01724,2024-12-13,Processing,Wallet,0.05,7.85
ORD0007362,CUST01749,2024-11-23,Returned,PayPal,0.05,2.94
ORD0007363,CUST01319,2024-07-04,Delivered,Credit Card,0.15,9.63
ORD0007364,CUST00679,2024-02-25,Delivered,Debit Card,0.15,8.03
ORD0007365,CUST01712,2022-12-09,Delivered,Wallet,0.05,3.97
ORD0007366,CUST01422,2024-07-07,Returned,Net Banking,0.15,9.2
ORD0007367,CUST01011,2024-03-25,Processing,UPI,0.05,14.84
ORD0007368,CUST00679,2024-05-12,Cancelled,Wallet,0.0,12.51
ORD0007369,CUST00963,2024-12-23,Returned,Credit Card,0.05,3.19
ORD0007370,CUST01785,2022-07-30,Delivered,PayPal,0.0,10.47
ORD0007371,CUST00171,2024-12-04,Delivered,Credit Card,0.0,13.31
ORD0007372,CUST01211,2023-12-28,Delivered,UPI,0.0,2.58
ORD0007373,CUST01424,2024-06-04,Delivered,Wallet,0.0,0.69
ORD0007374,CUST01033,2024-04-15,Cancelled,Debit Card,0.05,10.1
ORD0007375,CUST00959,2023-09-28,Delivered,Debit Card,0.15,4.95
ORD0007376,CUST01593,2024-08-22,Returned,PayPal,0.05,10.11
ORD0007377,CUST01163,2024-12-27,Delivered,Debit Card,0.2,5.13
ORD0007378,CUST00511,2024-02-08,Cancelled,UPI,0.1,13.98
ORD0007379,CUST01986,2024-10-30,Delivered,Debit Card,0.05,6.49
ORD0007380,CUST01686,2024-06-04,Cancelled,Net Banking,0.1,4.2
ORD0007381,CUST01541,2024-02-20,Delivered,Net Banking,0.0,4.32
ORD0007382,CUST01605,2024-02-22,Delivered,Net Banking,0.15,5.61
ORD0007383,CUST01831,2024-12-02,Delivered,Wallet,0.1,9.68
ORD0007384,CUST00606,2024-10-27,Delivered,Net Banking,0.1,5.01
ORD0007385,CUST00220,2024-03-07,Delivered,PayPal,0.1,11.0
ORD0007386,CUST01934,2024-09-16,Cancelled,Credit Card,0.0,7.38
ORD0007387,CUST00158,2024-09-26,Delivered,PayPal,0.1,6.02
ORD0007388,CUST01094,2023-07-28,Returned,UPI,0.05,6.91
ORD0007389,CUST00326,2023-10-25,Returned,UPI,0.0,11.23
ORD0007390,CUST01565,2023-10-20,Delivered,Net Banking,0.05,14.53
ORD0007391,CUST00375,2023-04-24,Cancelled,Wallet,0.0,1.27
ORD0007392,CUST00507,2024-02-03,Returned,UPI,0.0,7.11
ORD0007393,CUST00092,2024-06-24,Delivered,PayPal,0.0,1.94
ORD0007394,CUST01105,2023-09-19,Returned,Credit Card,0.05,1.88
ORD0007395,CUST01523,2024-06-11,Delivered,UPI,0.0,5.05
ORD0007396,CUST00307,2023-05-25,Delivered,Wallet,0.0,14.66
ORD0007397,CUST00614,2024-02-10,Delivered,Credit Card,0.0,0.56
ORD0007398,CUST01930,2023-09-15,Delivered,Wallet,0.05,12.07
ORD0007399,CUST01189,2023-05-23,Delivered,PayPal,0.1,13.09
ORD0007400,CUST00926,2024-03-15,Delivered,UPI,0.0,5.87
ORD0007401,CUST00059,2022-08-17,Delivered,Credit Card,0.0,7.83
ORD0007402,CUST01658,2024-05-17,Returned,PayPal,0.0,6.74
ORD0007403,CUST00453,2023-04-25,Delivered,Wallet,0.1,1.7
ORD0007404,CUST01918,2024-12-19,Delivered,Wallet,0.0,12.95
ORD0007405,CUST00377,2024-01-22,Delivered,UPI,0.0,10.19
ORD0007406,CUST00894,2024-11-03,Cancelled,Net Banking,0.0,8.93
ORD0007407,CUST00516,2024-12-19,Processing,UPI,0.0,4.99
ORD0007408,CUST00201,2024-05-18,Delivered,Net Banking,0.0,0.93
ORD0007409,CUST00700,2023-12-10,Returned,Debit Card,0.0,3.78
ORD0007410,CUST01992,2024-11-26,Delivered,PayPal,0.0,1.42
ORD0007411,CUST00993,2024-12-01,Delivered,PayPal,0.0,12.04
ORD0007412,CUST01887,2023-06-12,Delivered,Wallet,0.2,13.0
ORD0007413,CUST00994,2024-03-23,Delivered,Wallet,0.05,6.34
ORD0007414,CUST00726,2024-02-26,Delivered,Credit Card,0.1,4.95
ORD0007415,CUST01775,2024-08-20,Delivered,PayPal,0.05,0.5
ORD0007416,CUST00757,2024-12-29,Returned,Wallet,0.1,0.56
ORD0007417,CUST01687,2024-06-11,Delivered,Net Banking,0.2,7.34
ORD0007418,CUST01221,2024-12-29,Processing,Debit Card,0.05,13.33
ORD0007419,CUST01618,2024-10-09,Delivered,Credit Card,0.0,4.99
ORD0007420,CUST00613,2024-12-14,Delivered,Credit Card,0.05,2.33
ORD0007421,CUST00698,2023-06-04,Delivered,Credit Card,0.15,14.94
ORD0007422,CUST01165,2022-08-25,Delivered,Credit Card,0.05,11.22
ORD0007423,CUST01227,2024-09-04,Delivered,Debit Card,0.1,8.81
ORD0007424,CUST01833,2024-04-24,Delivered,Net Banking,0.0,3.04
ORD0007425,CUST01995,2023-08-24,Delivered,Wallet,0.05,0.15
ORD0007426,CUST01577,2023-05-29,Delivered,Wallet,0.0,10.34
ORD0007427,CUST00608,2024-11-27,Delivered,Credit Card,0.1,1.94
ORD0007428,CUST01697,2023-10-18,Delivered,Net Banking,0.1,10.06
ORD0007429,CUST01998,2024-11-22,Delivered,Wallet,0.15,2.94
ORD0007430,CUST00099,2024-11-07,Delivered,Net Banking,0.05,9.26
ORD0007431,CUST01678,2024-04-28,Delivered,Wallet,0.15,1.83
ORD0007432,CUST00056,2024-05-28,Returned,UPI,0.15,9.18
ORD0007433,CUST00663,2023-09-09,Delivered,PayPal,0.0,1.61
ORD0007434,CUST01640,2023-12-15,Cancelled,Net Banking,0.0,2.67
ORD0007435,CUST00601,2024-12-18,Delivered,PayPal,0.0,6.31
ORD0007436,CUST01052,2023-04-12,Delivered,Wallet,0.05,3.19
ORD0007437,CUST00217,2024-12-15,Delivered,Credit Card,0.05,6.92
ORD0007438,CUST01753,2023-10-14,Delivered,Net Banking,0.05,4.92
ORD0007439,CUST01948,2024-11-16,Delivered,UPI,0.0,13.05
ORD0007440,CUST01197,2024-11-07,Delivered,Credit Card,0.05,9.27
ORD0007441,CUST00199,2023-09-05,Delivered,Net Banking,0.15,9.35
ORD0007442,CUST00676,2024-07-09,Delivered,UPI,0.0,7.57
ORD0007443,CUST01927,2024-04-09,Delivered,UPI,0.0,7.65
ORD0007444,CUST01489,2024-02-11,Delivered,Credit Card,0.15,14.39
ORD0007445,CUST00507,2023-02-07,Delivered,Net Banking,0.0,6.99
ORD0007446,CUST00171,2024-12-11,Processing,UPI,0.05,3.21
ORD0007447,CUST01559,2024-08-02,Delivered,Wallet,0.0,6.03
ORD0007448,CUST01890,2024-07-25,Delivered,Wallet,0.2,5.07
ORD0007449,CUST01016,2024-05-25,Delivered,PayPal,0.05,11.41
ORD0007450,CUST01652,2022-10-19,Delivered,PayPal,0.0,9.95
ORD0007451,CUST01449,2024-04-23,Processing,Debit Card,0.0,14.4
ORD0007452,CUST01851,2024-06-25,Processing,Wallet,0.1,5.85
ORD0007453,CUST01141,2023-09-21,Delivered,Net Banking,0.1,8.35
ORD0007454,CUST01301,2023-10-16,Delivered,Wallet,0.1,2.24
ORD0007455,CUST01728,2022-11-16,Delivered,Net Banking,0.0,2.03
ORD0007456,CUST00304,2022-07-28,Delivered,Credit Card,0.0,9.12
ORD0007457,CUST01869,2022-06-28,Delivered,Debit Card,0.0,14.4
ORD0007458,CUST01461,2024-08-07,Delivered,Net Banking,0.0,7.29
ORD0007459,CUST01088,2024-08-31,Delivered,Net Banking,0.05,5.91
ORD0007460,CUST01673,2024-11-28,Delivered,PayPal,0.05,1.97
ORD0007461,CUST00147,2024-05-19,Delivered,Net Banking,0.0,6.6
ORD0007462,CUST01234,2024-12-28,Cancelled,Wallet,0.0,0.42
ORD0007463,CUST01099,2024-09-26,Delivered,Credit Card,0.0,9.95
